fecha,h0,hf,pluvio,observador,fechahora,duracion,conico
2018-10-23,13,14,2.0,NATALIO,2018-10-23 13:00:00,1,
2018-10-24,13,14,14.3,NA ,2018-10-24 13:00:00,1,
2018-10-25,16,18,4.3,NATALIO,2018-10-25 16:00:00,2,
2018-10-25,19,22,2.0,NATALIO,2018-10-25 19:00:00,3,
2018-10-26,16,18,3.1,TITO,2018-10-26 16:00:00,2,
2018-11-01,2,2,1.8,IVAN,2018-11-01 02:00:00,0,
2018-11-04,11,12,2.2,IVAN,2018-11-04 11:00:00,1,
2018-11-12,14,16,7.2,NATALIO,2018-11-12 14:00:00,2,
2018-11-19,4,6,5.0,EDWIN,2018-11-19 04:00:00,2,
2018-11-19,22,23,10.0,EDWIN,2018-11-19 22:00:00,1,
2018-11-22,0,2,8.2,IVAN,2018-11-22 00:00:00,2,
2018-11-26,12,13,7.2,DIEGO,2018-11-26 12:00:00,1,
2018-11-28,12,14,7.8,NATALIO,2018-11-28 12:00:00,2,
2018-12-02,12,15,2.4,TITO,2018-12-02 12:00:00,3,
2018-12-03,4,6,1.0,TITO,2018-12-03 04:00:00,2,
2018-12-08,4,5,1.8,IVAN,2018-12-08 04:00:00,1,
2018-12-13,12,13,0.6,DIEGO,2018-12-13 12:00:00,1,
2018-12-16,14,15,6.0,NATALIO,2018-12-16 14:00:00,1,
2018-12-17,5,6,3.6,NATALIO,2018-12-17 05:00:00,1,
2018-12-17,10,14,6.9,NATALIO,2018-12-17 10:00:00,4,
2018-12-17,18,23,18.0,NATALIO,2018-12-17 18:00:00,5,
2018-12-18,6,8,0.6,TITO,2018-12-18 06:00:00,2,
2018-12-18,20,23,6.0,TITO,2018-12-18 20:00:00,3,
2018-12-19,13,14,2.8,TITO,2018-12-19 13:00:00,1,
2018-12-19,20,23,11.6,TITO,2018-12-19 20:00:00,3,
2018-12-21,11,15,11.6,EDWIN,2018-12-21 11:00:00,4,
2018-12-22,13,14,4.0,EDWIN,2018-12-22 13:00:00,1,
2018-12-23,11,11,4.2,EDWIN,2018-12-23 11:00:00,0,
2018-12-23,21,23,1.4,EDWIN,2018-12-23 21:00:00,2,
2018-12-28,13,17,7.4,DIEGO,2018-12-28 13:00:00,4,
2018-12-29,3,5,7.6,DIEGO,2018-12-29 03:00:00,2,
2018-12-30,9,13,7.2,DIEGO,2018-12-30 09:00:00,4,
2018-12-31,16,17,0.8,DIEGO,2018-12-31 16:00:00,1,
2019-01-03,4,4,1.2,NATALIO,2019-01-03 04:00:00,0,
2019-01-03,11,13,14.2,NATALIO,2019-01-03 11:00:00,2,
2019-01-03,19,1_04012019,31.2,TITO,2019-01-03 19:00:00,104012000,
2019-01-04,11,12,0.2,TITO,2019-01-04 11:00:00,1,
2019-01-05,1,7,7,TITO,2019-01-05 01:00:00,6,
2019-01-05,11,12,0.8,TITO,2019-01-05 11:00:00,1,
2019-01-05,14,15,5,TITO,2019-01-05 14:00:00,1,
2019-01-06,22_05012019,2,5.6,TITO,2019-01-05 22:00:00,4,
2019-01-09,12,13,7.8,EDWIN,2019-01-09 12:00:00,1,
2019-01-11,14,15,3,IVAN,2019-01-11 14:00:00,1,
2019-01-13,12,14,6,IVAN,2019-01-13 12:00:00,2,
2019-01-16,2,4,2.8,DIEGO,2019-01-16 02:00:00,2,
2019-01-16,16,18,1.8,DIEGO,2019-01-16 16:00:00,2,
2019-01-18,6,7,0.4,NATALIO,2019-01-18 06:00:00,1,
2019-01-19,5,7,9,NATALIO,2019-01-19 05:00:00,2,
2019-01-22,11,13,1.4,TITO,2019-01-22 11:00:00,2,
2019-01-23,15,16,2,TITO,2019-01-23 15:00:00,1,
2019-01-25,3,5,6.2,EDWIN,2019-01-25 03:00:00,2,
2019-01-27,4,5,2,EDWIN,2019-01-27 04:00:00,1,
2019-01-28,8,14,12.8,EDWIN,2019-01-28 08:00:00,6,
2019-01-28,16,18,0,EDWIN,2019-01-28 16:00:00,2,
2019-01-28,21,23,0,IVAN,2019-01-28 21:00:00,2,
2019-01-31,1,1,3.2,IVAN,2019-01-31 01:00:00,0,
2019-02-01,12,18,9.4,DIEGO,2019-02-01 12:00:00,6,
2019-02-02,3,8,12.2,DIEGO,2019-02-02 03:00:00,5,
2019-02-05,2,3,2.2,NATALIO,2019-02-05 02:00:00,1,
2019-02-06,13,14,9,NATALIO,2019-02-06 13:00:00,1,
2019-02-09,20,21,4.2,TITO,2019-02-09 20:00:00,1,
2019-02-11,22_10022019,2,6.6,TITO,2019-02-10 22:00:00,4,
2019-02-12,12,14,4,EDWIN,2019-02-12 12:00:00,2,
2019-02-13,5,13,10.8,EDWIN,2019-02-13 05:00:00,8,
2019-02-15,14,15,6.6,IVAN,2019-02-15 14:00:00,1,
2019-02-17,15,19,14.8,IVAN,2019-02-17 15:00:00,4,
2019-02-24,2,2,2.6,NATALIO,2019-02-24 02:00:00,0,
2019-02-26,17,19,3.6,TITO,2019-02-26 17:00:00,2,
2019-02-27,12,16,6.2,TITO,2019-02-27 12:00:00,4,
2019-03-01,12,14,2.4,EDWIN,2019-03-01 12:00:00,2,
2019-03-11,16,16,0.8,NATALIO,2019-03-11 16:00:00,0,
2019-03-12,12,14,4.8,NATALIO,2019-03-12 12:00:00,2,
2019-03-14,13,15,6.2,NATALIO,2019-03-14 13:00:00,2,
2019-03-16,11,12,1,TITO,2019-03-16 11:00:00,1,
2019-03-17,0,3,8,TITO,2019-03-17 00:00:00,3,
2019-03-18,15,16,2,EDWIN,2019-03-18 15:00:00,1,
2019-03-19,16,17,2.2,EDWIN,2019-03-19 16:00:00,1,
2019-03-20,16,19,6.6,EDWIN,2019-03-20 16:00:00,3,
2019-03-21,11,13,11.6,EDWIN,2019-03-21 11:00:00,2,
2019-03-25,11,15,7,IVAN,2019-03-25 11:00:00,4,
2019-03-26,12,15,3.8,DIEGO,2019-03-26 12:00:00,3,
2019-03-30,4,4,10,NATALIO,2019-03-30 04:00:00,0,
2019-04-01,3,4,7.4,NATALIO,2019-04-01 03:00:00,1,
2019-04-01,11,12,4.2,NATALIO,2019-04-01 11:00:00,1,
2019-04-01,13,14,1.2,NATALIO,2019-04-01 13:00:00,1,
2019-04-02,23_01042019,1,2,TITO,2019-04-01 23:00:00,2,
2019-04-03,22_02042019,2,8.2,TITO,2019-04-02 22:00:00,4,
2019-04-03,13,14,3.2,TITO,2019-04-03 13:00:00,1,
2019-04-04,23_03042019,2,2.4,TITO,2019-04-03 23:00:00,3,
2019-04-15,15,15,0.8,EDWIN,2019-04-15 15:00:00,0,
2019-04-19,11,12,1,TITO,2019-04-19 11:00:00,1,
2019-04-20,14,15,5.8,TITO,2019-04-20 14:00:00,1,
2019-04-21,18,18,2,TITO,2019-04-21 18:00:00,0,
2019-04-26,1,3,6,IVAN,2019-04-26 01:00:00,2,
2019-05-07,14,15,6.4,TITO,2019-05-07 14:00:00,1,
2019-05-08,14,15,2,TITO,2019-05-08 14:00:00,1,
2019-05-09,13,15,1.4,TITO,2019-05-09 13:00:00,2,
2019-05-12,11,13,3.6,DIEGO,2019-05-12 11:00:00,2,
2019-05-13,20_12052019,2,3.8,DIEGO,2019-05-12 20:00:00,6,
2019-05-13,15,16,1,DIEGO,2019-05-13 15:00:00,1,
2019-07-18,0,8,4.2,NATALIO,2019-07-18 00:00:00,8,
2019-07-18,10,11,1,NATALIO,2019-07-18 10:00:00,1,
2019-07-19,11,12,0.6,TITO,2019-07-19 11:00:00,1,
2019-07-20,23_19072019,3,8.4,TITO,2019-07-19 23:00:00,4,
2019-07-20,18,21,1.8,TITO,2019-07-20 18:00:00,3,
2019-08-25,4,5,0.1,NATALIO,2019-08-25 04:00:00,1,
2019-08-27,14,16,0.6,DIEGO,2019-08-27 14:00:00,2,
2019-09-05,13,15,2,NATALIO,2019-09-05 13:00:00,2,
2019-09-06,1,3,1.4,TITO,2019-09-06 01:00:00,2,
2019-09-06,20,22,4.8,TITO,2019-09-06 20:00:00,2,
2019-09-07,12,16,3.6,TITO,2019-09-07 12:00:00,4,
2019-09-08,20,23,2,TITO,2019-09-08 20:00:00,3,
2019-09-10,12,13,1.6,EDWIN,2019-09-10 12:00:00,1,
2019-09-11,3,4,2.4,EDWIN,2019-09-11 03:00:00,1,
2019-09-12,2,3,0.8,EDWIN,2019-09-12 02:00:00,1,
2019-09-12,11,11,TR,DIEGO,2019-09-12 11:00:00,0,
2019-09-13,12,15,1.4,DIEGO,2019-09-13 12:00:00,3,
2019-09-14,13,15,4,DIEGO,2019-09-14 13:00:00,2,
2020-01-09,12,14,0.7,JOAQUIN ,2020-01-09 12:00:00,2,
2020-01-11,2,2,0.8,"EDWIN
",2020-01-11 02:00:00,0,
2020-01-11,10,11,6.2,"EDWIN
",2020-01-11 10:00:00,1,
2020-01-11,15,16,4.4,"EDWIN
",2020-01-11 15:00:00,1,
2020-01-12,10,11,2,"EDWIN
",2020-01-12 10:00:00,1,
2020-01-13,2,10,9.4,IVAN,2020-01-13 02:00:00,8,
2020-01-14,3,6,6.8,IVAN,2020-01-14 03:00:00,3,
2020-01-20,12,13,3.4,"DIEGO
",2020-01-20 12:00:00,1,
2020-01-21,2,2,0.4,NATALIO,2020-01-21 02:00:00,0,
2020-01-22,5,8,7.2,NATALIO,2020-01-22 05:00:00,3,
2020-01-22,12,13,1,NATALIO,2020-01-22 12:00:00,1,
2020-01-22,21,22,4.4,NATALIO,2020-01-22 21:00:00,1,
2020-01-24,6,7,0.5,JOAQUIN ,2020-01-24 06:00:00,1,
2020-01-26,21,22,1,JOAQUIN ,2020-01-26 21:00:00,1,
2020-01-27,12,15,8.2,JOAQUIN,2020-01-27 12:00:00,3,
2020-01-29,14,15,0.8,"EDWIN
",2020-01-29 14:00:00,1,
2020-01-30,11,13,2,"EDWIN
",2020-01-30 11:00:00,2,
2020-01-30,15,17,3,IVAN,2020-01-30 15:00:00,2,
2020-01-31,13,16,8.8,IVAN,2020-01-31 13:00:00,3,
2020-02-02,13,15,2.6,IVAN,2020-02-02 13:00:00,2,
2020-02-03,11,14,12.6,"DIEGO
",2020-02-03 11:00:00,3,
2020-02-03,16,18,3.8,"DIEGO
",2020-02-03 16:00:00,2,
2020-02-04,11,15,3.4,"DIEGO
",2020-02-04 11:00:00,4,
2020-02-05,7,12,18.2,"DIEGO
",2020-02-05 07:00:00,5,
2020-02-06,16,18,8,NATALIO,2020-02-06 16:00:00,2,
2020-02-07,2,4,17.2,NATALIO,2020-02-07 02:00:00,2,
2020-02-08,3,5,10,NATALIO,2020-02-08 03:00:00,2,
2020-02-09,2,6,14.2,NATALIO,2020-02-09 02:00:00,4,
2020-02-10,0,4,10.8,NATALIO,2020-02-10 00:00:00,4,
2020-02-10,11,14,2.4,JOAQUIN ,2020-02-10 11:00:00,3,
2020-02-11,2,5,4,JOAQUIN ,2020-02-11 02:00:00,3,
2020-02-12,2,5,2.2,JOAQUIN,2020-02-12 02:00:00,3,
2020-02-13,2,4,3.2,JOAQUIN,2020-02-13 02:00:00,2,
2020-02-17,12,14,25.6,IVAN,2020-02-17 12:00:00,2,
2020-02-20,7,14,8.8,"DIEGO
",2020-02-20 07:00:00,7,
2020-02-22,6,8,2.8,"DIEGO
",2020-02-22 06:00:00,2,
2020-02-23,20,23,4.8,"DIEGO
",2020-02-23 20:00:00,3,
2020-02-24,13,14,4.3,NATALIO,2020-02-24 13:00:00,1,
2020-02-25,13,14,2.1,NATALIO,2020-02-25 13:00:00,1,
2020-02-26,15,15,13,NATALIO,2020-02-26 15:00:00,0,
2020-02-28,14,16,3.8,JOAQUIN,2020-02-28 14:00:00,2,
2020-03-01,20,21,3.2,JOAQUIN,2020-03-01 20:00:00,1,
2020-03-02,14,15,16.4,JOAQUIN,2020-03-02 14:00:00,1,
2020-03-05,5,5,"""insuficiente""",EDWIN,2020-03-05 05:00:00,0,
2020-03-13,1,4,12.4,NATALIO,2020-03-13 01:00:00,3,
2020-03-14,3,4,4.4,NATALIO,2020-03-14 03:00:00,1,
2020-03-15,0,1,12.4,NATALIO,2020-03-15 00:00:00,1,
2020-03-15,16,16,2,NATALIO,2020-03-15 16:00:00,0,
2020-03-16,16,17,2.2,JOAQUIN,2020-03-16 16:00:00,1,
2020-03-17,10,12,4.6,JOAQUIN,2020-03-17 10:00:00,2,
2020-03-19,13,14,5.2,JOAQUIN,2020-03-19 13:00:00,1,
2020-03-20,13,14,8,EDWIN,2020-03-20 13:00:00,1,
2020-03-21,14,16,5.2,EDWIN,2020-03-21 14:00:00,2,
2020-09-27,10,10,0.3,EDWIN,2020-09-27 10:00:00,0,
2020-09-29,13,14,1.6,JOAQUIN,2020-09-29 13:00:00,1,
2020-10-03,10,11,5.1,NATALIO,2020-10-03 10:00:00,1,
2020-10-10,10,11,0.4,EDWIN,2020-10-10 10:00:00,1,
2020-10-15,12,13,2.2,IVAN,2020-10-15 12:00:00,1,
2020-10-16,12,14,2.3,JOAQUIN,2020-10-16 12:00:00,2,
2020-10-17,11,15,17.2,JOAQUIN,2020-10-17 11:00:00,4,
2020-10-18,17,19,8,JOAQUIN,2020-10-18 17:00:00,2,
2020-10-22,6,7,0.2,NATALIO,2020-10-22 06:00:00,1,
2020-10-23,0,3,5.8,IVAN,2020-10-23 00:00:00,3,
2020-11-08,20,20,0.6,DIEGO,2020-11-08 20:00:00,0,
2020-11-09,14,18,11.6,DIEGO,2020-11-09 14:00:00,4,
2020-11-26,11,12,2,IVAN,2020-11-26 11:00:00,1,
2020-11-27,20,22,2,JOAQUIN,2020-11-27 20:00:00,2,
2020-11-29,6,10,6.2,JOAQUIN,2020-11-29 06:00:00,4,
2020-12-01,0,4,24.4,NATALIO,2020-12-01 00:00:00,4,
2020-12-05,4,6,6.4,JOAQUIN,2020-12-05 04:00:00,2,
2020-12-05,15,16,2,JOAQUIN,2020-12-05 15:00:00,1,
2020-12-05,23,23,0,JOAQUIN,2020-12-05 23:00:00,0,
2020-12-06,0,2,2.6,JOAQUIN,2020-12-06 00:00:00,2,
2020-12-06,12,14,0.5,JOAQUIN,2020-12-06 12:00:00,2,
2020-12-07,13,15,2,EDWIN,2020-12-07 13:00:00,2,
2020-12-09,16,16,0.6,EDWIN,2020-12-09 16:00:00,0,
2020-12-10,13,14,1.6,IVAN,2020-12-10 13:00:00,1,
2020-12-12,18,20,1.2,IVAN,2020-12-12 18:00:00,2,
2020-12-19,18,19,0.3,NATALIO,2020-12-19 18:00:00,1,
2020-12-20,10,13,5,NATALIO,2020-12-20 10:00:00,3,
2020-12-21,13,15,2,JOAQUIN,2020-12-21 13:00:00,2,
2020-12-22,3,6,9.8,JOAQUIN,2020-12-22 03:00:00,3,
2020-12-26,0,8,16,EDWIN,2020-12-26 00:00:00,8,
2020-12-26,14,15,3.8,EDWIN,2020-12-26 14:00:00,1,
2020-12-27,0,2,6.4,EDWIN,2020-12-27 00:00:00,2,
2020-12-27,13,16,3,EDWIN,2020-12-27 13:00:00,3,
2021-01-02,6,14,2.8,DIEGO,2021-01-02 06:00:00,8,2.6
2021-01-04,0,2,7.4,DIEGO,2021-01-04 00:00:00,2,7.5
2021-01-04,21,22,0.5,NATALIO,2021-01-04 21:00:00,1,1.0
2021-01-06,12,13,2.1,NATALIO,2021-01-06 12:00:00,1,3.1
2021-01-07,5,6,1.6,NATALIO,2021-01-07 05:00:00,1,1.5
2021-01-07,13,16,2.6,JOAQUIN,2021-01-07 13:00:00,3,2.6
2021-01-07,20,23,2,JOAQUIN,2021-01-07 20:00:00,3,2.0
2021-01-08,7,12,4.8,JOAQUIN,2021-01-08 07:00:00,5,4.4
2021-01-08,21,23,2,JOAQUIN,2021-01-08 21:00:00,2,2.0
2021-01-11,12,14,5.2,JOAQUIN,2021-01-11 12:00:00,2,5.0
2021-01-13,5,13,10.6,EDWIN,2021-01-13 05:00:00,8,10.4
2021-01-15,13,15,6.6,NATALIO,2021-01-15 13:00:00,2,
2021-01-16,4,7,2.6,NATALIO,2021-01-16 04:00:00,3,2.7
2021-01-16,16,19,8.1,NATALIO,2021-01-16 16:00:00,3,7.1
2021-01-18,4,7,18.4,JOAQUIN,2021-01-18 04:00:00,3,18.5
2021-01-18,13,18,4.6,JOAQUIN,2021-01-18 13:00:00,5,
2021-01-19,13,14,3.6,JOAQUIN,2021-01-19 13:00:00,1,3.8
2021-01-20,11,13,4.6,JOAQUIN,2021-01-20 11:00:00,2,4.4
2021-01-24,11,14,1,EDWIN,2021-01-24 11:00:00,3,0.7
2021-01-25,2,4,3.4,EDWIN,2021-01-25 02:00:00,2,3.5
2021-01-28,13,14,6.1,NATALIO,2021-01-28 13:00:00,1,4.2
2021-01-30,11,11,0.4,NATALIO,2021-01-30 11:00:00,0,0.5
2021-02-02,0,3,2.4,JOAQUIN,2021-02-02 00:00:00,3,
2021-02-03,3,10,15.6,JOAQUIN,2021-02-03 03:00:00,7,
2021-02-03,13,15,1,JOAQUIN,2021-02-03 13:00:00,2,
2021-02-04,10,15,2,JOAQUIN,2021-02-04 10:00:00,5,
2021-02-05,12,15,6,EDWIN,2021-02-05 12:00:00,3,
2021-02-07,15,15,0.8,EDWIN,2021-02-07 15:00:00,0,
2021-02-09,19,21,8.4,IVAN,2021-02-09 19:00:00,2,
2021-02-12,15,16,4.8,JOAQUIN,2021-02-12 15:00:00,1,
2021-02-13,12,13,12.2,JOAQUIN,2021-02-13 12:00:00,1,
2021-02-13,17,21,7.6,JOAQUIN,2021-02-13 17:00:00,4,
2021-02-15,12,20,14,EDWIN,2021-02-15 12:00:00,8,
2021-02-17,6,14,9,EDWIN,2021-02-17 06:00:00,8,
2021-02-17,17,21,2,EDWIN,2021-02-17 17:00:00,4,
2021-02-18,17,20,1.8,IVAN,2021-02-18 17:00:00,3,
2021-02-19,17,19,1,IVAN,2021-02-19 17:00:00,2,
2021-02-20,4,7,2.8,IVAN,2021-02-20 04:00:00,3,
2021-02-24,14,14,1,JOAQUIN,2021-02-24 14:00:00,0,
2021-02-28,0,4,8.2,EDWIN,2021-02-28 00:00:00,4,
2021-03-02,8,10,1.5,IVAN,2021-03-02 08:00:00,2,1.4
2021-03-03,0,3,4.2,IVAN,2021-03-03 00:00:00,3,4.5
2021-03-05,10,13,2.6,JOAQUIN,2021-03-05 10:00:00,3,2.4
2021-03-06,3,5,0.8,JOAQUIN,2021-03-06 03:00:00,2,0.7
2021-03-06,8,11,0.8,JOAQUIN,2021-03-06 08:00:00,3,0.6
2021-03-08,18,22,11.2,EDWIN,2021-03-08 18:00:00,4,11.0
2021-03-15,3,6,5,JOAQUIN,2021-03-15 03:00:00,3,5.8
2021-03-15,12,13,8.2,JOAQUIN,2021-03-15 12:00:00,1,8.0
2021-03-16,16,18,5.4,JOAQUIN,2021-03-16 16:00:00,2,5.1
2021-03-18,4,7,8.6,EDWIN,2021-03-18 04:00:00,3,8.2
2021-03-20,12,13,2.2,EDWIN,2021-03-20 12:00:00,1,2.0
2021-03-22,6,8,1.2,IVAN,2021-03-22 06:00:00,2,1.0
2021-03-24,1,4,7,IVAN,2021-03-24 01:00:00,3,3.4
2021-03-25,11,15,11.8,JOAQUIN,2021-03-25 11:00:00,4,11.4
2021-03-27,12,15,6.4,JOAQUIN,2021-03-27 12:00:00,3,5.7
2021-03-28,11,14,3,JOAQUIN,2021-03-28 11:00:00,3,2.6
2021-03-29,11,17,13,EDWIN,2021-03-29 11:00:00,6,13.2
2021-03-30,13,14,2.4,EDWIN,2021-03-30 13:00:00,1,2.6
2021-03-31,15,18,8.2,EDWIN,2021-03-31 15:00:00,3,8.6
2021-04-01,1,2,2.4,IVAN,2021-04-01 01:00:00,1,
2021-04-01,13,17,8.1,IVAN,2021-04-01 13:00:00,4,
2021-04-05,12,16,12.2,JOAQUIN,2021-04-05 12:00:00,4,
2021-04-05,19,21,1.1,JOAQUIN,2021-04-05 19:00:00,2,
2021-04-10,12,14,8.4,EDWIN,2021-04-10 12:00:00,2,
2021-04-12,1,2,3.2,IVAN,2021-04-12 01:00:00,1,
2021-04-13,15,17,12,IVAN,2021-04-13 15:00:00,2,
2021-04-14,15,18,13.2,IVAN,2021-04-14 15:00:00,3,
2021-05-06,15,18,2.4,TITO,2021-05-06 15:00:00,3,
2021-05-14,20,20,1.8,IVAN,2021-05-14 20:00:00,0,
2021-05-25,15,16,5.8,IVAN,2021-05-25 15:00:00,1,
2021-06-05,1,3,1.4,IVAN,2021-06-05 01:00:00,2,
2021-06-27,21,22,1.4,IVAN,2021-06-27 21:00:00,1,
2021-07-24,15,16,1.2,EDWIN,2021-07-24 15:00:00,1,
2021-08-03,21,22,1.2,EDWIN,2021-08-03 21:00:00,1,
2021-08-04,20,21,1.2,EDWIN,2021-08-04 20:00:00,1,
2021-09-03,15,17,2,EDWIN,2021-09-03 15:00:00,2,
2021-09-09,11,13,8.6,TITO,2021-09-09 11:00:00,2,
2021-09-10,0,1,0.8,TITO,2021-09-10 00:00:00,1,
2021-09-15,7,14,2.6,EDWIN,2021-09-15 07:00:00,7,
2021-09-17,13,14,3.8,IVAN,2021-09-17 13:00:00,1,
2021-09-19,18,19,0,IVAN,2021-09-19 18:00:00,1,
2021-09-21,15,16,0.4,TITO,2021-09-21 15:00:00,1,
2021-09-22,2,3,1.1,TITO,2021-09-22 02:00:00,1,
2021-09-22,16,19,7.6,TITO,2021-09-22 16:00:00,3,
2021-09-23,9,14,3,TITO,2021-09-23 09:00:00,5,
2021-09-24,12,14,4.8,EDWIN,2021-09-24 12:00:00,2,
2021-09-25,12,13,0.6,EDWIN,2021-09-25 12:00:00,1,
2021-10-04,14,15,3.2,EDWIN,2021-10-04 14:00:00,1,
2021-10-05,11,12,1,EDWIN,2021-10-05 11:00:00,1,
2021-10-06,11,13,4.2,EDWIN,2021-10-06 11:00:00,2,
2021-10-06,15,16,3.6,EDWIN,2021-10-06 15:00:00,1,
2021-10-07,10,12,2.8,IVAN,2021-10-07 10:00:00,2,
2021-10-09,2,3,2.6,IVAN,2021-10-09 02:00:00,1,
2021-10-28,20,21,7.6,TITO,2021-10-28 20:00:00,1,
2021-10-31,2,3,0.8,TITO,2021-10-31 02:00:00,1,
2021-11-01,9,14,1.4,HUGO,2021-11-01 09:00:00,5,
2021-11-02,3,4,0.2,HUGO,2021-11-02 03:00:00,1,
2021-11-02,10,15,2.4,HUGO,2021-11-02 10:00:00,5,
2021-11-03,10,13,3.8,HUGO,2021-11-03 10:00:00,3,3.6
2021-11-09,14,15,0.8,TITO,2021-11-09 14:00:00,1,0.6
2021-11-09,19,19,0.6,TITO,2021-11-09 19:00:00,0,0.4
2021-11-11,20,21,1.2,EDWIN,2021-11-11 20:00:00,1,1.5
2021-11-13,10,15,3.4,EDWIN,2021-11-13 10:00:00,5,3.6
